3.678553636711836411e-02 7.033951173474358720e-01 7.042787106572750630e-03
3.733335047198269030e-02 7.028612813075706400e-01 8.160386021661710995e-03
3.798710419307256558e-02 7.015023310043773108e-01 8.123342708586996780e-03
3.755271479729450218e-02 7.022223870647574806e-01 8.309998102469382669e-03
3.745278848903515340e-02 7.022404203647000243e-01 8.129117923901182929e-03
3.745278848903515340e-02 7.022404203647000243e-01 8.129117923901182929e-03
3.745278848903515340e-02 7.022404203647000243e-01 8.129117923901182929e-03
3.745278848903515340e-02 7.022404203647000243e-01 8.129117923901182929e-03
3.745278848903515340e-02 7.022404203647000243e-01 8.129117923901182929e-03
3.819896312558405255e-02 7.014792590937234396e-01 8.874504430044073341e-03
3.740411756191743681e-02 7.030804697301653583e-01 8.808634372225239428e-03
3.713962037767234298e-02 7.033132313893676324e-01 8.454044865955990043e-03
4.062828111370243855e-02 6.979066572922985046e-01 7.715342398443437999e-03
4.062828111370243855e-02 6.979066572922985046e-01 7.715342398443437999e-03
3.962914765923935406e-02 6.994014981362586258e-01 8.320540916441803922e-03
3.962914765923935406e-02 6.994014981362586258e-01 8.320540916441803922e-03
4.000108818647941933e-02 6.989203924547244817e-01 8.471346123538307446e-03
4.000108818647941933e-02 6.989203924547244817e-01 8.471346123538307446e-03
4.000108818647941933e-02 6.989203924547244817e-01 8.471346123538307446e-03
4.000108818647941933e-02 6.989203924547244817e-01 8.471346123538307446e-03
4.000108818647941933e-02 6.989203924547244817e-01 8.471346123538307446e-03
4.010557923041002670e-02 6.983693921966508400e-01 8.357764743790895359e-03
3.861975076987637229e-02 7.007672898922335802e-01 8.812721850059932957e-03
3.861975076987637229e-02 7.007672898922335802e-01 8.812721850059932957e-03
3.861975076987637229e-02 7.007672898922335802e-01 8.812721850059932957e-03
3.861975076987637229e-02 7.007672898922335802e-01 8.812721850059932957e-03
3.857945589663205194e-02 7.009011264594365853e-01 8.767296739555877419e-03
3.837409042091539241e-02 7.013804730960148115e-01 8.695192956646823415e-03
3.535631444171018906e-02 7.063163736244691959e-01 8.938845187194427444e-03
3.578785988126138157e-02 7.057506707939827928e-01 8.838346753678867976e-03
3.389347282501429387e-02 7.083832125236860788e-01 9.070088001169164180e-03
3.389347282501429387e-02 7.083832125236860788e-01 9.070088001169164180e-03
3.316325749685139490e-02 7.093979588590342278e-01 9.159415581046237778e-03
3.601648639771115601e-02 7.055373111718612478e-01 9.497159148204174436e-03
3.601648639771115601e-02 7.055373111718612478e-01 9.497159148204174436e-03
3.503579764002081459e-02 7.068943145929494909e-01 9.161240339754430501e-03
3.268086703948958754e-02 7.102243750463228533e-01 9.375111335672947979e-03
3.427985377305476505e-02 7.081012610242231053e-01 9.218537796147074220e-03
3.480148586291265805e-02 7.074048794408185348e-01 9.339201089213098814e-03
3.480148586291265805e-02 7.074048794408185348e-01 9.339201089213098814e-03
3.188819900629210474e-02 7.116207476376988916e-01 9.690851573457387805e-03
3.201116446077898609e-02 7.114388820575491268e-01 9.736369546447607576e-03
3.201116446077898609e-02 7.114388820575491268e-01 9.736369546447607576e-03
3.201116446077898609e-02 7.114388820575491268e-01 9.736369546447607576e-03
3.255961106360560214e-02 7.105455624357351896e-01 9.467886733187604389e-03
3.255961106360560214e-02 7.105455624357351896e-01 9.467886733187604389e-03
3.255961106360560214e-02 7.105455624357351896e-01 9.467886733187604389e-03
3.270158703504757319e-02 7.103464605466989212e-01 9.749862320240193503e-03
3.555643522193926293e-02 7.063469355180154174e-01 9.406240955130583739e-03
3.417309935270863158e-02 7.084341856924507574e-01 9.313578228011452909e-03
4.055199494753886774e-02 6.987554387904619801e-01 9.788340036138151040e-03
3.532449457345103461e-02 7.061975636318351679e-01 9.114356938485192877e-03
4.073739031202769367e-02 6.987168740429904323e-01 9.325811999676475103e-03
4.173480677327780219e-02 6.972849322369001346e-01 9.241336285885711974e-03
4.054769122093217215e-02 6.990080020259463733e-01 9.274526540665288532e-03
4.128774687178288216e-02 6.980109470722200005e-01 9.265337142940401061e-03
4.036872593577481294e-02 6.991800133814611851e-01 9.143993435890404933e-03
4.174714554521592735e-02 6.971791742911656042e-01 9.110040692912860574e-03
3.965400910958007813e-02 7.002174575345678775e-01 9.161598087286327435e-03
4.428746461194892070e-02 6.935946566717499095e-01 8.588865206272092503e-03
4.681813266976046078e-02 6.899921571319872493e-01 7.847481911348826167e-03
4.283600942970607062e-02 6.955365936116993941e-01 7.938266008470834523e-03
4.249807134987133167e-02 6.960299632963696803e-01 8.143776476054215285e-03
4.249807134987133167e-02 6.960299632963696803e-01 8.143776476054215285e-03
4.074601095414777385e-02 6.988335286655236178e-01 8.341316577279113062e-03
3.827745461258230675e-02 7.020657876169871248e-01 8.267050520360299734e-03
3.827745461258230675e-02 7.020657876169871248e-01 8.267050520360299734e-03
3.765794435838025478e-02 7.037810101242318872e-01 8.221786434609492517e-03
3.811660003161691790e-02 7.029161720087211407e-01 8.652600959948584039e-03
3.770564430260333472e-02 7.023999563354296205e-01 8.231609121469134205e-03
3.720421038191344676e-02 7.029071636073339624e-01 7.877684837210302202e-03
3.791644927108478447e-02 7.022565070446256108e-01 8.497604410382320755e-03
3.823316604460864215e-02 7.019621632631232178e-01 8.764489762995033781e-03
3.813247188522163322e-02 7.022834622608359334e-01 9.061912014895371487e-03
3.813247188522163322e-02 7.022834622608359334e-01 9.061912014895371487e-03
3.758113099039914196e-02 7.028122550060069695e-01 8.602752438060363993e-03
3.749315673050710590e-02 7.028966313888030948e-01 8.529487014936972325e-03
3.816762270341613611e-02 7.019965108675794152e-01 8.680352581907871401e-03
3.816762270341613611e-02 7.019965108675794152e-01 8.680352581907871401e-03
3.682362646634662617e-02 7.031335950304331561e-01 7.314559280987188369e-03
3.682362646634662617e-02 7.031335950304331561e-01 7.314559280987188369e-03
3.756547362353724467e-02 7.028033781524404278e-01 8.542267329111299934e-03
4.058252314558997986e-02 6.985401595024975929e-01 8.843220677211285907e-03
3.963130266311781780e-02 6.998842742979100029e-01 8.748335595979173443e-03
3.975621501029303478e-02 6.999132134153354112e-01 9.142378420919772611e-03
3.975621501029303478e-02 6.999132134153354112e-01 9.142378420919772611e-03
3.915415565391999059e-02 7.008731528465677041e-01 9.089455093119419918e-03
3.723831581789719541e-02 7.035111016277155738e-01 8.896839926455856612e-03
3.832838937691387948e-02 7.020102157648223651e-01 9.006537524334431999e-03
3.529096166618607422e-02 7.056723301165342965e-01 9.180838963035165695e-03
3.490073796154198604e-02 7.059994676224277121e-01 9.095245710703142236e-03
3.490073796154198604e-02 7.059994676224277121e-01 9.095245710703142236e-03
3.557631599257644883e-02 7.053956396585232547e-01 9.106230351471462925e-03
3.557631599257644883e-02 7.053956396585232547e-01 9.106230351471462925e-03
